Control Number,Subject,Primary Creator,Unique Custodian,Email From,Email To,Email CC,Date Created,Date Last Modified,Date Sent,Date Received,MD5 Hash,Attachment Count
ANEX-00000402,"Telecommunications, E-commerce, the Internet.... oh my!",scott@ext-eml.com,Jeffrey Feather,scott@ext-eml.com,"""sue nord""; ""susan m landwehr""; ""jeff@leaf.com""; ""marchris robinson""; ""lisa yoho""; aleck",,2017-01-04 07:14:14,11/05/2009 18:01,2017-01-04 07:14:14,,79e05f4bdccc0ddc17d00f289fae4c38,1
ANEX-00000403,FYI - one aspect of ECI,scott@ext-eml.com,Jeffrey Feather,scott@ext-eml.com,"""sue nord""; ""susan m landwehr""; ""jeff@leaf.com""; ""marchris robinson""; ""lisa yoho""; aleck",,2017-01-07 01:01:12,11/05/2009 18:01,2017-01-07 01:01:12,,a69ca7ba9960f0fa5f09424813112560,0
ANEX-00000404,Re: SDG&E's Latest VBU Proposal,"""harry kingerski""",Jeffrey Feather,"""harry kingerski""",mona@leaf.com,"roger@leaf.com; ""jeff@leaf.com""; ""bruno gaillard""",2016-12-11 15:23:58,11/05/2009 18:01,2016-12-11 15:23:58,,09fd5feeb9b78969a485e9ace4a42f91,4
ANEX-00000405,My Random Thoughts on Distribution Pricing,roger@leaf.com,Jeffrey Feather,roger@leaf.com,"""harry kingerski""; ""patrick keene""; ""jeff@leaf.com""; ""bruno gaillard""",,2017-01-08 21:08:09,11/05/2009 18:01,2017-01-08 21:08:09,,4233749391158f721b6614a7398c1cc5,2
ANEX-00000407,readings: Electronic & FT,"""David I. Levine"" <levine@haas.berkeley.edu>",Jeffrey Feather,"""David I. Levine"" <levine@haas.berkeley.edu>",e201b-1@haas.berkeley.edu; e201b-2@haas.berkeley.edu,,2016-11-26 19:20:15,11/05/2009 17:59,2016-11-26 19:20:15,,ac1177600adcd8064009c541af69c0f1,2
ANEX-00000408,A reading on inflation,"""David I. Levine"" <levine@haas.berkeley.edu>",Jeffrey Feather,"""David I. Levine"" <levine@haas.berkeley.edu>",e201b-1@haas.berkeley.edu; e201b-2@haas.berkeley.edu,,2017-01-20 02:02:18,11/05/2009 17:59,2017-01-20 02:02:18,,cda4a8838f8915ff48cfe19bb4db7d59,0
ANEX-00000409,Club S.F.,Jacqueline Kelly <jkelly@fairisaac.com>,Jeffrey Feather,Jacqueline Kelly <jkelly@fairisaac.com>,"""Aaron Mednelson (E-mail)"" <mendelso@haas.berkeley.edu>; ""Aiaz Kazi (E-mail)"" <kazi@haas.berkeley.edu>",,2016-11-17 08:32:54,11/05/2009 17:59,2016-11-17 08:32:54,,b8cf7924c09f7239b6857da8c8121377,0
ANEX-00000410,Bandwidth Trading Article,scott@ext-eml.com,Jeffrey Feather,scott@ext-eml.com,"""sue nord""; ""susan m landwehr""; ""jeff@leaf.com""; ""marchris robinson""; ""lisa yoho""; aleck",,2017-01-20 13:26:21,11/05/2009 17:18,2017-01-20 13:26:21,,99dc33be1de6ad480123e8635dc8ba74,0
ANEX-00000411,Re: Alaska cruise/gift for Mom's retirement,dasovichd@aol.com,Jeffrey Feather,dasovichd@aol.com,"""jeff@leaf.com""",dasovich@inhale.com; rrf_gibson@marad.dot.gov; dasovich@wco.com,2016-11-19 09:04:45,11/05/2009 17:36,2016-11-19 09:04:45,,7e858c4e1b3fdddde0d0fdea573af8f6,1
ANEX-00000412,Section reading,Bhashkar Mazumder <bhash1@earthlink.net>,Jeffrey Feather,Bhashkar Mazumder <bhash1@earthlink.net>,class1 <e201b-1@haas.berkeley.edu>; class2 <e201b-2@haas.berkeley.edu>,,2016-10-22 14:44:17,11/05/2009 17:59,2016-10-22 14:44:17,,55bbb5acbf2e1670421af434c4840cbc,4
ANEX-00000415,Dist Rate Design,"""harry kingerski""",Jeffrey Feather,"""harry kingerski""","roger@leaf.com; ""bruno gaillard""; ""jeff@leaf.com""; ""patrick keene""",,2017-01-14 10:46:52,11/05/2009 18:01,2017-01-14 10:46:52,,d76b0d98bef3c1fcfdbebb75a589d693,3
ANEX-00000417,Macroeconomics in the news,"""David I. Levine"" <levine@haas.berkeley.edu>",Jeffrey Feather,"""David I. Levine"" <levine@haas.berkeley.edu>",e201b-1@haas.berkeley.edu; e201b-2@haas.berkeley.edu,,2016-12-12 05:15:26,11/05/2009 17:59,2016-12-12 05:15:26,,26d347bad1330298f91f74d4a77fb8a8,0
ANEX-00000418,More cruise info,dasovichd@aol.com,Jeffrey Feather,dasovichd@aol.com,jdasovi@ect; dasovich@inhale.com; dasovich@wco.com; rrf_gibson@marad.dot.gov,,2017-01-26 06:30:27,11/05/2009 17:36,2017-01-26 06:30:27,,35394c981cbb580c56cddf4ae6f3dcee,2
ANEX-00000419,Re: More cruise info,RRF_GIBSON <rrf_gibson@marad.dot.gov>,Jeffrey Feather,RRF_GIBSON <rrf_gibson@marad.dot.gov>,jdasovi@ect; dasovich@inhale.com; dasovich@wco.com; dasovichd@aol.com,,2016-10-30 06:13:47,11/05/2009 17:36,2016-10-30 06:13:47,,7a6b8dee871521d2bac86d21fdaa10ef,3
ANEX-00000420,Welcome to Traffic School To Go!,Traffic School To Go Help <help@trafficschooltogo.com>,Jeffrey Feather,Traffic School To Go Help <help@trafficschooltogo.com>,"""jeff@leaf.com""",,2017-01-06 17:32:36,11/05/2009 17:36,2017-01-06 17:32:36,,4fc12e183c94341181ad8e012fe2f79b,0
ANEX-00000421,"You have started: Dasovich, Jeffrey N7889351 CA",Traffic School To Go <help@trafficschooltogo.com>,Jeffrey Feather,Traffic School To Go <help@trafficschooltogo.com>,"""jeff@leaf.com""",,2017-01-16 20:59:14,11/05/2009 17:36,2017-01-16 20:59:14,,00770244ec36ee311efc3b0806035b30,2
ANEX-00000422,FOwler,,Vince Vanjie,,,,2016-12-24 19:49:29,12/05/2009 07:39,2016-12-24 19:49:29,,b5ebb3e3dec8b5c881190e96a7bc9144,1
ANEX-00000423,FOwler,daveed@cli-eml.com,Vince Vanjie,daveed@cli-eml.com,,,2016-12-05 21:46:09,12/05/2009 08:47,2016-12-05 21:46:09,,074cca32536698ad4490c93b3ba74025,1
ANEX-00000424,new email address,Cameron Sellers <csellers@gunder.com>,Jeffrey Feather,Cameron Sellers <csellers@gunder.com>,Alexis Krause <alexilex@aol.com>; Allison Wing <allison.wing@gazoontite.com>,,2017-01-01 14:12:15,11/05/2009 17:36,2017-01-01 14:12:15,,ad71c93565f35ea5839a2c9faab3769e,0
ANEX-00000425,Electrica Commodity for Edwards AFB,"""william gang""",Jeffrey Feather,"""william gang""",mike.keeling@edex.edwards.af.mil,"""jeff@leaf.com""; ""robert frank""; ""alexis carroll""",2016-11-07 07:24:45,11/05/2009 18:01,2016-11-07 07:24:45,,8b4c91a521a56712e124e0743e732b6a,1
ANEX-00000427,Re(2): SCE AL-1410 re standby rates and interconnection,Aaron Thomas <athomas@newenergy.com>,Jeffrey Feather,Aaron Thomas <athomas@newenergy.com>,"""jeff@leaf.com""",jxm@cpuc.ca.gov; spb@nrec.com; abb@eslawfirm.com; mburke@newenergy.com; bfinkelstein@turn.org,2016-10-19 17:31:56,11/05/2009 18:00,2016-10-19 17:31:56,,8110b82ba127c8c6f2e3513bf726316f,1
ANEX-00000428,section notes 3,Bhashkar Mazumder <bhash1@earthlink.net>,Jeffrey Feather,Bhashkar Mazumder <bhash1@earthlink.net>,class1 <e201b-1@haas.berkeley.edu>; class2 <e201b-2@haas.berkeley.edu>,,2016-11-26 12:19:43,11/05/2009 17:59,2016-11-26 12:19:43,,3f165195a7d47ccebaa92882cfe0fe94,0
ANEX-00000433,Re: Bandwidth Trading Article,"""lisa yoho""",Jeffrey Feather,"""lisa yoho""",scott@ext-eml.com,"""sue nord""; ""susan m landwehr""; ""jeff@leaf.com""; ""marchris robinson""; ""aleck dadson""",2016-11-19 13:37:56,11/05/2009 18:01,2016-11-19 13:37:56,2016-12-14 19:33:17,f85d47038a67cf62f1c77cd83e47032b,4
ANEX-00000434,Carson Private Capital meeting,Beau Herrold <beau@rrhinvestments.com>,Ken Murray,Beau Herrold <beau@rrhinvestments.com>,"""ken@leaf.com""",,2016-10-23 04:04:14,11/05/2009 06:43,2016-10-23 04:04:14,2016-11-19 10:24:07,6a9ac6fe934771cb90a143bd57b4f478,2
ANEX-00000436,tonight,Jacqueline Kelly <jkelly@fairisaac.com>,Jeffrey Feather,Jacqueline Kelly <jkelly@fairisaac.com>,"""jeff@leaf.com (E-mail)"" <dasovich@haas.berkeley.edu>; ""Chris_Neale (E-mail)"" <chris_neale@gap.com>",Jacqueline Kelly <jkelly@fairisaac.com>,2017-01-25 07:21:12,11/05/2009 18:00,2017-01-25 07:21:12,2016-11-18 16:17:34,e7348d52175e09ff8b7ac19112ecba83,2
ANEX-00000437,Press Release,beth@cli-eml.com,Jeffrey Feather,beth@cli-eml.com,"""elizabeth tilney@ees""; ""karen denne""; ""mary clark""; ""diane bazelides@azurix""; kelly",,2016-11-14 15:08:53,11/05/2009 17:35,2016-11-14 15:08:53,2017-01-28 10:24:15,4493a6c41afc3753c0dcf5481dd1ff4e,0
ANEX-00000439,GRC2 Assigned Commissioner Ruling/Schedule,"""bruno gaillard""",Jeffrey Feather,"""bruno gaillard""","""jeff@leaf.com""; roger@leaf.com; mona@leaf.com; ""susan j mara""; ""harry kingerski""",,2016-12-24 14:05:43,11/05/2009 18:01,2016-12-24 14:05:43,2016-12-14 02:51:15,ed0f6c7510e2f30fa9896ee7eccda99b,0
ANEX-00000440,distribution rate design,roger@leaf.com,Jeffrey Feather,roger@leaf.com,"""bruno gaillard""; ""jeff@leaf.com""",,2017-01-16 07:43:57,11/05/2009 18:01,2017-01-16 07:43:57,2016-12-05 04:43:02,216941c26e8fe7417da44d7db7a5fb2d,0
ANEX-00000442,November Entrepreneurs Forum,Stephanie Tibbetts <tibbetts@haas.berkeley.edu>,Jeffrey Feather,Stephanie Tibbetts <tibbetts@haas.berkeley.edu>,lester@haas.berkeley.edu,,2016-11-26 22:44:16,11/05/2009 18:00,2016-11-26 22:44:16,2016-10-30 23:23:02,196f0ac1d36ce85a79366adadd20724a,1
ANEX-00000443,Info Update -- 2 stories,scott@ext-eml.com,Jeffrey Feather,scott@ext-eml.com,"""sue nord""; ""susan m landwehr""; ""jeff@leaf.com""; ""marchris robinson""; ""lisa yoho""; aleck",,2016-10-22 07:26:02,11/05/2009 18:01,2016-10-22 07:26:02,2016-10-31 04:26:51,53d3a40599d79d04fb9b1fa2f874568f,4
ANEX-00000444,Midterm process & past questions,"""David I. Levine"" <levine@haas.berkeley.edu>",Jeffrey Feather,"""David I. Levine"" <levine@haas.berkeley.edu>",e201b-1@haas.berkeley.edu; e201b-2@haas.berkeley.edu,,2016-12-11 01:54:55,11/05/2009 17:59,2016-12-11 01:54:55,2016-11-09 06:20:21,aab51b3dba9fa4fe2db3bc29aebed733,3
ANEX-00000445,Some mandatory & optional readings for next week,"""David I. Levine"" <levine@haas.berkeley.edu>",Jeffrey Feather,"""David I. Levine"" <levine@haas.berkeley.edu>",e201b-1@haas.berkeley.edu; e201b-2@haas.berkeley.edu,,2017-01-18 15:46:54,,2017-01-18 15:46:54,2016-10-27 07:26:41,bc392343649269e550a47a9a08e89661,0
ANEX-00000446,optional exercise problems,Xiao-Jun Zhang <xzhang@haas.berkeley.edu>,Jeffrey Feather,Xiao-Jun Zhang <xzhang@haas.berkeley.edu>,e202a-1@haas.berkeley.edu; e202a-2@haas.berkeley.edu,,2016-11-23 16:37:21,11/05/2009 18:00,2016-11-23 16:37:21,2016-12-16 09:58:57,c98182dcea2a5ab0ba417375752dc12c,2
ANEX-00000447,Effect of ECB interest rate jump + min. wage rise,"""David I. Levine"" <levine@haas.berkeley.edu>",Jeffrey Feather,"""David I. Levine"" <levine@haas.berkeley.edu>",e201b-1@haas.berkeley.edu; e201b-2@haas.berkeley.edu,,2017-01-08 12:03:40,11/05/2009 17:59,2017-01-08 12:03:40,2016-11-03 08:01:08,27cda6fee21d45603f4a6c149d51ebe3,3
ANEX-00000448,section 4 notes,Bhashkar Mazumder <bhash1@earthlink.net>,Jeffrey Feather,Bhashkar Mazumder <bhash1@earthlink.net>,class1 <e201b-1@haas.berkeley.edu>; class2 <e201b-2@haas.berkeley.edu>,,2016-10-13 18:58:53,11/05/2009 17:59,2016-10-13 18:58:53,2016-11-24 09:25:17,018945343c4a09a3b93e8d6dc2e6d6ea,0
ANEX-00000451,Registration Results: Round One,Shawn Allison <allison@haas.berkeley.edu>,Jeffrey Feather,Shawn Allison <allison@haas.berkeley.edu>,eveningmba@haas.berkeley.edu,,2017-01-04 08:00:24,11/05/2009 18:00,2017-01-04 08:00:24,2016-12-31 18:33:28,e3650557480af35e78f6e12e4df78053,2
ANEX-00000452,A classmate submits...,"""David I. Levine"" <levine@haas.berkeley.edu>",Jeffrey Feather,"""David I. Levine"" <levine@haas.berkeley.edu>",e201b-1@haas.berkeley.edu; e201b-2@haas.berkeley.edu,,2017-01-28 17:52:01,11/05/2009 17:59,2017-01-28 17:52:01,2016-10-19 16:25:23,a8598ded4e94a5cac8971d5b3185f5dc,1
ANEX-00000453,Representation,"""Stephen P. Bowen"" <stevebowen@earthlink.net>",Jeffrey Feather,"""Stephen P. Bowen"" <stevebowen@earthlink.net>","""jeff@leaf.com""; Scott Bolton <scott_bolton@Leaf.net>",Anita Taff-Rice <anitatr@earthlink.net>; Dawn Adams <dkadams@earthlink.net>,2016-10-16 09:18:07,11/05/2009 18:01,2016-10-16 09:18:07,2017-01-12 00:28:49,bc3e5a9998384bd1f251441f0e36c0de,1
ANEX-00000454,RE: Horse vacations,Scatena  Pat <pat.scatena@intel.com>,Jeffrey Feather,Scatena  Pat <pat.scatena@intel.com>,"Newman-Sciarrino  Laura <lnewmansciarrino@elanpharma.com>; ""alice grubb (e-mail)""",,2016-11-27 21:56:58,11/05/2009 17:36,2016-11-27 21:56:58,2016-10-18 12:31:44,ff5ad66a0588c54342d83f3f6b5b9d14,2
ANEX-00000455,[Fwd: name blank],Madeleine Todd <madeleinet@earthlink.net>,Jeffrey Feather,Madeleine Todd <madeleinet@earthlink.net>,"""jeff@leaf.com""",,2016-12-09 22:56:55,11/05/2009 17:36,2016-12-09 22:56:55,2016-12-29 02:59:20,d14bb43db9915ad8f525aa77005bf8b0,2
ANEX-00000456,ECI - India,scott@ext-eml.com,Jeffrey Feather,scott@ext-eml.com,"""sue nord""; ""susan m landwehr""; ""jeff@leaf.com""; ""marchris robinson""; ""lisa yoho""; aleck",,2016-12-07 15:33:34,11/05/2009 18:01,2016-12-07 15:33:34,2017-01-02 04:17:34,d44a702c80c9949f3fbeb8bbe0e76229,1
ANEX-00000457,Laptop Return,"""joseph alamo""",Jeffrey Feather,"""joseph alamo""","""ees pc-orders""","""hans maverick""; ""jeff@leaf.com""; ""julie bechtle""",2016-11-28 14:33:32,11/05/2009 18:01,2016-11-28 14:33:32,2016-12-09 15:14:17,4e73ff8b00a91dad4f0f30d12551a6a8,0
ANEX-00000458,"FW: Punch list for ""The Millennium Cruise""",Sharon Lay <sharon@travelpark.com>,Ken Murray,Sharon Lay <sharon@travelpark.com>,"""ken@leaf.com""",jhduncan@aol.com,2016-10-27 04:34:01,11/05/2009 06:44,2016-10-27 04:34:01,2016-10-17 08:01:36,bc1d83e0848b89651c9a12f727f9eb1e,4
ANEX-00000459,RE: Comments on OFO Settlement,"""Pocta  Robert M."" <rmp@cpuc.ca.gov>",Jeffrey Feather,"""Pocta  Robert M."" <rmp@cpuc.ca.gov>","""Yoo, Salle"" <salleyoo@dwt.com>; ""Amirault, Paul"" <paulamirault@aec.ca>",How-Downing  Lindsey <lindseyhowdowning@dwt.com>; pgg4@pge.com,2017-01-16 05:33:31,11/05/2009 17:36,2017-01-16 05:33:31,2016-11-29 21:16:57,c3c861a8fc20f2eaaf771703f904a63c,2
ANEX-00000461,International readings & class next week.,"""David I. Levine"" <levine@haas.berkeley.edu>",Jeffrey Feather,"""David I. Levine"" <levine@haas.berkeley.edu>",e201b-1@haas.berkeley.edu; e201b-2@haas.berkeley.edu,,2016-10-17 14:51:56,,2016-10-17 14:51:56,2017-01-28 16:07:30,fc870f2ca0c2b3d326851a7f2abc4344,2
ANEX-00000463,Linder,,Vince Vanjie,,,,2017-01-15 10:52:04,12/05/2009 07:39,2017-01-15 10:52:04,2017-01-18 23:22:20,de3f0b6aae3af687831b30961150d026,0
ANEX-00000464,Linder,daveed@cli-eml.com,Vince Vanjie,daveed@cli-eml.com,,,2016-12-17 03:10:56,12/05/2009 08:47,2016-12-17 03:10:56,2016-12-18 11:01:59,f5a8b2f8fc15991e626f71e2493dbd9b,0
ANEX-00000465,RE: Registration Results: Round One,Shawn Allison <allison@haas.berkeley.edu>,Jeffrey Feather,Shawn Allison <allison@haas.berkeley.edu>,"""jeff@leaf.com""",,2016-10-08 14:57:39,11/05/2009 18:00,2016-10-08 14:57:39,2016-11-06 17:17:52,9a89ae4371eaa5ae913ccaeb96da294a,0
ANEX-00000466,FW: Comments on OFO Settlement,Yoo  Salle <salleyoo@dwt.com>,Jeffrey Feather,Yoo  Salle <salleyoo@dwt.com>,Gerald Worster <gworster@txuenergy.com>; James Weil <jweil@aglet.org>,How-Downing  Lindsey <lindseyhowdowning@dwt.com>,2016-10-29 07:31:08,11/05/2009 17:36,2016-10-29 07:31:08,2016-12-16 01:21:45,02e59bffa97d2a837f5dcceac9418dee,1
ANEX-00000470,section readings,Bhashkar Mazumder <bhash1@earthlink.net>,Jeffrey Feather,Bhashkar Mazumder <bhash1@earthlink.net>,class1 <e201b-1@haas.berkeley.edu>; class2 <e201b-2@haas.berkeley.edu>,,2016-12-23 10:20:09,11/05/2009 17:59,,2016-12-01 13:57:47,a4db748e1178c0d01a22db5f8ac559dd,4
ANEX-00000474,Internet Language DROPPED from Satellite TV bill,scott@ext-eml.com,Jeffrey Feather,scott@ext-eml.com,"""sue nord""; ""susan m landwehr""; ""jeff@leaf.com""; ""marchris robinson""; ""lisa yoho""; aleck",,2016-11-30 01:30:53,11/05/2009 18:01,,2016-12-25 09:05:45,008e5fb88881bf8b2d45ab32e65c3d1e,3
ANEX-00000475,2 stories about the Drew Carey webcast,scott@ext-eml.com,Jeffrey Feather,scott@ext-eml.com,"""sue nord""; ""susan m landwehr""; ""jeff@leaf.com""; ""marchris robinson""; ""lisa yoho""; aleck",,2016-10-16 17:01:45,11/05/2009 18:01,,,0e2ac8e010aa7bf25a7faefdee04bee4,0
ANEX-00000476,State telecom round-up,scott@ext-eml.com,Jeffrey Feather,scott@ext-eml.com,"""sue nord""; ""susan m landwehr""; ""jeff@leaf.com""; ""marchris robinson""; ""lisa yoho""; aleck",rshapiro@Leaf.com,2016-12-09 16:49:29,11/05/2009 18:01,,,817bb0da161843446f364062f687a1b2,2
ANEX-00000477,[No Subject],"""james d steffes""",Jeffrey Feather,"""james d steffes""","""rita hartfield""; ""margaret carson""; ""richard shapiro""; ""susan j mara""; ""jeff@leaf.com""",,2017-01-20 22:47:55,11/05/2009 18:04,,,1e887e90a025a7ec8d5429e1f3f5b6de,3
ANEX-00000478,RCR for CA PUC,scott@ext-eml.com,Jeffrey Feather,scott@ext-eml.com,"""ginger dernehl""","""jeff@leaf.com""",2017-01-07 00:06:10,11/05/2009 18:01,,,932789c798d45c7b6231cf5ac746e7eb,0
ANEX-00000480,section notes 5,Bhashkar Mazumder <bhash1@earthlink.net>,Jeffrey Feather,Bhashkar Mazumder <bhash1@earthlink.net>,class1 <e201b-1@haas.berkeley.edu>; class2 <e201b-2@haas.berkeley.edu>,,2016-11-21 04:07:42,,,,96db0fef2f5fdbafd351866c87800415,2
ANEX-00000484,Comments on OFO Settlement,"""Golden  Patrick (Law)"" <pgg4@pge.com>",Jeffrey Feather,"""Golden  Patrick (Law)"" <pgg4@pge.com>",alb@cpuc.ca.gov; abb@eslawfirm.com,,2016-12-03 06:04:00,11/05/2009 17:36,,,88e37a211b49b8baa4edf52d9e2a485c,1
ANEX-00000489,Financial Times,Shawn Allison <allison@haas.berkeley.edu>,Jeffrey Feather,Shawn Allison <allison@haas.berkeley.edu>,e201b-1@haas.berkeley.edu; e201b-2@haas.berkeley.edu,,2016-12-13 14:07:13,11/05/2009 18:00,,,a484df3fa7979b4741ac7e3f4a7f1a97,1
ANEX-00000490,Political/Telecom News,scott@ext-eml.com,Jeffrey Feather,scott@ext-eml.com,"""sue nord""; ""susan m landwehr""; ""jeff@leaf.com""; ""marchris robinson""; ""lisa yoho""; aleck",,2016-11-20 04:26:55,11/05/2009 18:01,,,aa726adc248539cf3c8604225b669411,0
ANEX-00000491,Krista Kisch,liz.murray@gmail.com,Ken Murray,liz.murray@gmail.com,"""ken@leaf.com""; ""mark lay""",,2017-01-08 07:46:43,11/05/2009 06:43,,,6d450faf2977be90b384d28b537a8b2f,1
ANEX-00000492,Re: CIG/CMA Protest to OFO Settlement,"""timothy j hamilton""",Jeffrey Feather,"""timothy j hamilton""","""jeff@leaf.com""",,2016-12-13 01:13:17,11/05/2009 17:36,,,1bfd1e7f9c75fd8eeaf1f64811a1ff9b,1
ANEX-00000494,ECI budget,scott@ext-eml.com,Jeffrey Feather,scott@ext-eml.com,"""jeff@leaf.com""",,2016-12-12 23:23:59,11/05/2009 18:01,2016-12-12 23:23:59,,881ecb7d66490df3c3fba5a88abaa242,0
ANEX-00000496,Faculty Evaluations,Diane Dimeff <dimeff@haas.berkeley.edu>,Jeffrey Feather,Diane Dimeff <dimeff@haas.berkeley.edu>,eveningmba@haas.berkeley.edu,,2016-12-09 23:03:11,11/05/2009 18:00,2016-12-09 23:03:11,,ab06d4ce83379d99897fdb90caf2c2db,4
ANEX-00000497,Fwd: EMU briefing paper,"""David I. Levine"" <levine@haas.berkeley.edu>",Jeffrey Feather,"""David I. Levine"" <levine@haas.berkeley.edu>",e201b-1@haas.berkeley.edu; e201b-2@haas.berkeley.edu,,2016-10-14 12:13:41,,2016-10-14 12:13:41,,077070bd51ba183cbc1126c80f8c5c95,2
ANEX-00000499,Fwd: FRBSF: Economic Letter (01/29/1999),"""David I. Levine"" <levine@haas.berkeley.edu>",Jeffrey Feather,"""David I. Levine"" <levine@haas.berkeley.edu>",e201b-1@haas.berkeley.edu; e201b-2@haas.berkeley.edu,,2017-01-26 18:38:52,,2017-01-26 18:38:52,,070f3d97930e5e86eea5119b1d84b9b1,2
ANEX-00000500,Welcome to evmba_social,majordomo@haas.berkeley.edu,Jeffrey Feather,majordomo@haas.berkeley.edu,dasovich@haas.berkeley.edu,,2016-11-06 01:04:18,,2016-11-06 01:04:18,,5a3c5b5101917150010927d37459f7fe,0
ANEX-00000501,Welcome Back - SF Study Group,Jacqueline Kelly <jkelly@fairisaac.com>,Jeffrey Feather,Jacqueline Kelly <jkelly@fairisaac.com>,"""Aaron Mednelson (E-mail)"" <mendelso@haas.berkeley.edu>; ""Aiaz Kazi (E-mail)"" <kazi@haas.berkeley.edu>",,,,2016-11-07 02:15:11,,05a6e7b8d48b9499d79c48bcf9be24b5,0
ANEX-00000502,New Alias,Diane Dimeff <dimeff@haas.berkeley.edu>,Jeffrey Feather,Diane Dimeff <dimeff@haas.berkeley.edu>,eveningmba@haas.berkeley.edu,downes@haas.berkeley.edu; sullivan@haas.berkeley.edu; jnatkin@haas.berkeley.edu,2017-01-31 08:21:46,,2017-01-31 08:21:46,,a6215e988658bc49b31872e8b4211a2b,0
ANEX-00000503,Fiber to India,scott@ext-eml.com,Jeffrey Feather,scott@ext-eml.com,"""sue nord""; ""susan m landwehr""; ""jeff@leaf.com""; ""marchris robinson""; ""lisa yoho""; aleck","""richard shapiro""",2016-10-17 13:52:40,,2016-10-17 13:52:40,,788b426d1cf6de170a6aadc215f27390,1
ANEX-00000504,Re: vega position,jon@cli-eml.com,Vince Vanjie,jon@cli-eml.com,"""vincent tang""","vince@leaf.com; ""grant masson""; ""ganapathy ramesh""; ""debbie r brackett""; ""rudi zipter""",2016-11-15 05:12:01,,2016-11-15 05:12:01,,3862e419db1ce09088f72123928449e1,4
ANEX-00000505,More streaming video news...,scott@ext-eml.com,Jeffrey Feather,scott@ext-eml.com,"""sue nord""; ""susan m landwehr""; ""jeff@leaf.com""; ""marchris robinson""; ""lisa yoho""; aleck",,2016-12-30 01:12:20,,2016-12-30 01:12:20,,41356eb90570bce0364201756d9a6710,3
ANEX-00000506,FW: PG&E drawing request,dirk@cli-eml.com,Jeffrey Feather,dirk@cli-eml.com,"""rob cone""","""jeff@leaf.com""",2016-12-18 13:29:24,11/05/2009 18:00,2016-12-18 13:29:24,,fdf92ed30991e55682f46370fd92ef3d,0
ANEX-00000509,NX vs. Current Account,deVroede  Peter <devroede@uppercase.xerox.com>,Jeffrey Feather,deVroede  Peter <devroede@uppercase.xerox.com>,"""Aaron Mednelson (E-mail)"" <mendelso@haas.berkeley.edu>; ""Aiaz Kazi (E-mail)"" <kazi@haas.berkeley.edu>",,2017-01-06 19:48:08,11/05/2009 17:59,2017-01-06 19:48:08,,b31f65233a52a9aef8cede9e7b176550,2
ANEX-00000510,RE: Accounting PS#4,Jacqueline Kelly <jkelly@fairisaac.com>,Jeffrey Feather,Jacqueline Kelly <jkelly@fairisaac.com>,"""jeff@leaf.com""; Jacqueline Kelly <jkelly@fairisaac.com>; Kimberly Kupiecki <kkupiecki@arpartners.com>","""Michael Smith (E-mail)"" <michael@eeg.com>; ""Kelly Davis (E-mail)"" <davis@haas.berkeley.edu>",2016-10-26 12:07:16,11/05/2009 18:00,2016-10-26 12:07:16,,33169e930aef08522216cf55bbe8c04f,3
ANEX-00000511,suggested answers to homework 5,Bhashkar Mazumder <bhash1@earthlink.net>,Jeffrey Feather,Bhashkar Mazumder <bhash1@earthlink.net>,class1 <e201b-1@haas.berkeley.edu>; class2 <e201b-2@haas.berkeley.edu>,,2017-01-28 17:06:16,11/05/2009 17:59,2017-01-28 17:06:16,,cf0103e2eaac2c2e651823b2ddafc47b,0
ANEX-00000513,Recent questions,Bhashkar Mazumder <bhash1@earthlink.net>,Jeffrey Feather,Bhashkar Mazumder <bhash1@earthlink.net>,class1 <e201b-1@haas.berkeley.edu>; class2 <e201b-2@haas.berkeley.edu>,,2017-01-03 00:30:11,11/05/2009 17:59,2017-01-03 00:30:11,,28e4f5eb5f4bbb6450a264f714ffbc2a,2
ANEX-00000514,Final exam,"""David I. Levine"" <levine@haas.berkeley.edu>",Jeffrey Feather,"""David I. Levine"" <levine@haas.berkeley.edu>",e201b-1@haas.berkeley.edu; e201b-2@haas.berkeley.edu,Bhashkar Mazumder <bhash1@earthlink.net>; dimeff@haas.berkeley.edu,2016-11-20 15:15:11,11/05/2009 17:59,2016-11-20 15:15:11,,69198a740934cd53b2295d2880a0f03f,1
ANEX-00000515,WTO,"""David I. Levine"" <levine@haas.berkeley.edu>",Jeffrey Feather,"""David I. Levine"" <levine@haas.berkeley.edu>",e201b-1@haas.berkeley.edu; e201b-2@haas.berkeley.edu,,2017-01-30 09:36:03,11/05/2009 17:59,2017-01-30 09:36:03,,7c9d80850608d7c9af7f64b4500fc5d5,1
ANEX-00000516,BusinessWeek column on the Phillips curve,"""David I. Levine"" <levine@haas.berkeley.edu>",Jeffrey Feather,"""David I. Levine"" <levine@haas.berkeley.edu>",e201b-1@haas.berkeley.edu; e201b-2@haas.berkeley.edu,,2016-10-11 04:45:09,11/05/2009 17:59,2016-10-11 04:45:09,,425693a6079312d50af5cfd1fcfcba5d,0
ANEX-00000517,Press Release,beth@cli-eml.com,Jeffrey Feather,beth@cli-eml.com,"""elizabeth tilney""; ""karen denne""; ""mary clark""; ""diane bazelides""; ""kelly kimberly""",,2017-01-15 14:26:05,11/05/2009 18:01,2017-01-15 14:26:05,,90511ad11e2bb26b531c9933ac8ef92d,1
